static_text,log_level,project
ZooKeeper connection lost.  Trying to reconnect.,warn,Zookeeper
ZooKeeper connection lost.  Trying to reconnect.,warn,Zookeeper
ZooKeeper connection lost.  Trying to reconnect.,warn,Zookeeper
ZooKeeper connection lost.  Trying to reconnect.,warn,Zookeeper
ZooKeeper connection lost.  Trying to reconnect.,warn,Zookeeper
ZooKeeper connection lost.  Trying to reconnect.,warn,Zookeeper
ZooKeeper connection lost.  Trying to reconnect.,warn,Zookeeper
ZooKeeper connection lost.  Trying to reconnect.,warn,Zookeeper
"Initializing metrics, configuration: *",info,Zookeeper
Starting /metrics HTTP endpoint at port * exportJvmInfo: *,info,Zookeeper
Cannot start /metrics server,error,Zookeeper
Cannot safely stop Jetty server,error,Zookeeper
invalid delta * for metric *,error,Zookeeper
invalid delta * for metric *,error,Zookeeper
invalid value * for metric * with key *,error,Zookeeper
Starting leader election support,info,Zookeeper
Stopping leader election support,info,Zookeeper
Removed leader offer *,info,Zookeeper
Created leader offer *,debug,Zookeeper
There are * leader offers. I am * in line.,debug,Zookeeper
* not elected leader. Watching node: *,info,Zookeeper
We're behind * in line and they're alive. Keeping an eye on them.,debug,Zookeeper
We were behind * but it looks like they died. Back to determination.,info,Zookeeper
Becoming leader with node: *,info,Zookeeper
Failed in state *,error,Zookeeper
Node * deleted. Need to run through the election process.,debug,Zookeeper
Dispatching event: *,debug,Zookeeper
Number format exception for *.,warn,Zookeeper
Array out of bounds for *.,warn,Zookeeper
Session expired *. Reconnecting...,warn,Zookeeper
Attempt * failed with connection loss. Reconnecting...,debug,Zookeeper
Unexpected exception,warn,Zookeeper
Failed to sleep.,warn,Zookeeper
Unexpected exception,warn,Zookeeper
Unexpected exception,warn,Zookeeper
Watcher fired: *,debug,Zookeeper
Failed to acquire lock,warn,Zookeeper
Found id created last time: *,debug,Zookeeper
Created id: *,debug,Zookeeper
No children in: * when we've just created one! Lets recreate it...,warn,Zookeeper
Watching less than me node: *,debug,Zookeeper
Could not find the stats for less than me: *,warn,Zookeeper
Found child node with improper name: *,warn,Zookeeper
Found child node with improper format : *,warn,Zookeeper
Unexpected exception,warn,Zookeeper
Found child node with improper name: *,warn,Zookeeper
Found child node with improper format : *,warn,Zookeeper
Watcher fired: *,debug,Zookeeper
We are triggering an exists watch for delete! Shouldn't happen!,warn,Zookeeper
$$$Empty Message$$$,error,Zookeeper
"Initiating client connection, connectString=* sessionTimeout=* watcher=*",info,Zookeeper
"Initiating client connection, connectString=* sessionTimeout=* watcher=* sessionId=0x* sessionPasswd=*",info,Zookeeper
Close called on already closed client,debug,Zookeeper
Closing session: 0x,debug,Zookeeper
Ignoring unexpected exception during close,debug,Zookeeper
Session: 0x* closed,info,Zookeeper
Unexpected exception,error,Zookeeper
Unexpected exception,error,Zookeeper
unknown type ,warn,Zookeeper
"Could not login: the * is being asked for a password, but the ZooKeeper * code does not currently support obtaining a password from the user. Make sure that the * is configured to use a ticket cache (using the JAAS configuration setting 'useTicketCache=true)' and restart the *. If you still get this message after that, the TGT in the ticket cache has expired and must be manually refreshed. To do so, first determine if you are using a password or a keytab. If the former, run kinit in a Unix shell in the environment of the user who is running this Zookeeper * using the command 'kinit <princ>' (where <princ> is the name of the *'s Kerberos principal). If the latter, do 'kinit -k -t <keytab> <princ>' (where <princ> is the name of the Kerberos principal, and <keytab> is the location of the keytab file). After manually refreshing your cache, restart this *. If you continue to see this message after manually refreshing your cache, ensure that your KDC host's clock is in sync with this host's clock.",warn,Zookeeper
Unexpected exception,warn,Zookeeper
Event thread exiting due to interruption,error,Zookeeper
EventThread shut down for session: 0x*,info,Zookeeper
Error while calling watcher ,error,Zookeeper
Somehow a null cb got to EventThread!,warn,Zookeeper
Unexpected throwable,error,Zookeeper
Got ping response for session id: 0x* after *ms.,debug,Zookeeper
Got auth session id: 0x*,debug,Zookeeper
Got notification session id: 0x*,debug,Zookeeper
Got server path * which is too short for chroot path *.,warn,Zookeeper
Got * for session id 0x*,debug,Zookeeper
"Reading reply session id: 0x*, packet:: *",debug,Zookeeper
"Socket connection established, initiating session, client: *, server: *",info,Zookeeper
Session establishment request sent on *,debug,Zookeeper
Unexpected exception,warn,Zookeeper
"SASL configuration failed. Will continue connection to Zookeeper server without SASL authentication, if Zookeeper server allows it.",warn,Zookeeper
Opening socket connection to server *.,info,Zookeeper
SASL config status: *,info,Zookeeper
SASL authentication with Zookeeper Quorum member failed.,error,Zookeeper
$$$Empty Message$$$,warn,Zookeeper
An exception was thrown while closing send thread for session 0x*.,warn,Zookeeper
"Session 0x* for sever *, Closing socket connection. Attempting reconnect except it is a SessionExpiredException.",warn,Zookeeper
Checking server * for being r/w. Timeout *,info,Zookeeper
Exception while seeking for r/w server.,warn,Zookeeper
Unexpected exception,warn,Zookeeper
Unexpected exception,warn,Zookeeper
$$$Empty Message$$$,warn,Zookeeper
Read/write client got connected to read-only server,error,Zookeeper
"Session establishment complete on server *, session id = 0x*, negotiated timeout = **",info,Zookeeper
Disconnecting client for session: 0x*,debug,Zookeeper
Got interrupted while waiting for the sender thread to close,warn,Zookeeper
Closing client for session: 0x*,debug,Zookeeper
Timeout error occurred for the packet '*'.,error,Zookeeper
* value is *. feature enabled=*zookeeper.request.timeout,info,Zookeeper
Configured value * for property * can not be parsed to long.zookeeper.request.timeout,error,Zookeeper
$$$Empty Message$$$,info,Zookeeper
"Could not parse config * ""*"" into a boolean using default *zookeeper.sasl.client.canonicalize.hostname",warn,Zookeeper
Canonicalized address to *,debug,Zookeeper
TGT refresh thread started.,info,Zookeeper
No TGT found: will try again at *,warn,Zookeeper
"The TGT cannot be renewed beyond the next expiry date: *.This process will not be able to authenticate new SASL connections after that time (for example, it will not be authenticate a new connection with a Zookeeper Quorum member).  Ask your system administrator to either increase the 'renew until' time by doing : 'modprinc -maxrenewlife *' within kadmin, or instead, to generate a keytab for *. Because the TGT's expiry cannot be further extended by refreshing, exiting refresh thread now.",error,Zookeeper
TGT refresh thread time adjusted from : * to : * since the former is sooner than the minimum refresh interval (* seconds) from now.60,warn,Zookeeper
next refresh: * is later than expiry *. This may indicate a clock skew problem. Check that this host and the KDC's hosts' clocks are in sync. Exiting refresh thread.,error,Zookeeper
refreshing now because expiry is before next scheduled refresh time.,info,Zookeeper
TGT refresh sleeping until: *,info,Zookeeper
TGT renewal thread has been interrupted and will exit.,warn,Zookeeper
nextRefresh:* is in the past: exiting refresh thread. Check clock sync between this host and KDC - (KDC's clock is likely ahead of this host). Manual intervention will be required for this client to successfully authenticate. Exiting refresh thread.,error,Zookeeper
running ticket cache refresh command: * *,debug,Zookeeper
"Interrupted while renewing TGT, exiting Login thread",error,Zookeeper
Could not renew TGT due to problem running shell command: '* *'. Exiting refresh thread.,warn,Zookeeper
Interrupted during login retry after LoginException:,error,Zookeeper
Could not refresh TGT for principal: *.,error,Zookeeper
Failed to refresh TGT: refresh thread exiting now.,error,Zookeeper
error while waiting for Login thread to shutdown.,warn,Zookeeper
* successfully logged in.,info,Zookeeper
TGT valid starting at:        *,info,Zookeeper
TGT expires:                  *,info,Zookeeper
"Client principal is ""*"".",debug,Zookeeper
"Server principal is ""*"".",debug,Zookeeper
Not attempting to re-login since the last re-login was attempted less than * seconds before.60,warn,Zookeeper
Initiating logout for *,info,Zookeeper
Initiating re-login for *,info,Zookeeper
Deleting tree: *,debug,Zookeeper
Deleting tree: *,debug,Zookeeper
future isn't success.,warn,Zookeeper
connect attempt cancelled,info,Zookeeper
channel is connected: *,info,Zookeeper
channel is told closing,info,Zookeeper
SSL handler added for channel: *,info,Zookeeper
channel is disconnected: *,info,Zookeeper
Unexpected throwable,error,Zookeeper
readConnectResult * *,trace,Zookeeper
Connected to an old server; r-o mode will be unavailable,warn,Zookeeper
* value is * Bytesjute.maxbuffer,info,Zookeeper
